,,,,POLIZA RCE CONNECTA PISO 3 ETAPA 2," $ 83,300 ",produccion,13-Feb,
,,,,4 por mil polizas rece connecta $83.300, $ 333 ,financiero,13-Feb,
,,,,gasolona 394," $ 60,000 ",TRANSPORTE,17-Feb,
,,,,4*1000 PAGO FACTURA NUMERO10057706 RECERTIFICACION ICONTEC," $ 16,094 ",FINANCIERO,20-Feb,
,,,,PAGO FACTURA NUMERO10057706 RECERTIFICACION ICONTEC," $ 4,023,390 ",ADMINISTRATIVO,20-Feb,
,,,,CABLE ILUMINACION CALLE 127  #1053," $ 77,000 ",PRODUCCION,18-Feb,
,,,,retiro cajero $1.000.000," $ 4,000 ",FINANCIERO,18-Feb,
,,,,gasolina 179," $ 60,000 ",transporte,24-Feb,
,,,,DEPSINCHADA 394," $ 25,000 ",transporte,14-Feb,
,,,,ajuste caja, $ 390 ,financiero,27-Feb,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,subtotal,," $ 6,400,000 ",,,
,,,,, $ -0 , caja ,,
1610," $ 11,742,360 ",7-feb., antiicpo op#1060  calle 94  puente ,NET CASH PAGO COTIZAICON 110117 DISALCO 5 LAMINAS DE MIST ," $ 12,823 ",FINANCIERO,11-Feb,
,,,, PAGO FACTURAS M2426-M 2427-M2428-ME2429 LAMICENTRO MERANTI," $ 9,116,614 ",PRODUCCION,11-Feb,
,,,,NET CASH PAGO FACTURA NUMERO 3090-3277-3309-3271 LAMINADOS BEKA SAS," $ 24,035 ",FINANCIERO,11-Feb,
,,,, PAGO FACTURA 4351 INDUFORM," $ 142,914 ",PRODUCCION,11-Feb,
,,,,NET CASH PAGO FACTURAS 16357-16358 MULTICANTOS MADERAS Y SERVICIOS, $ 720 ,FINANCIERO,11-Feb,
,,,, PAGO FACTURAS 16357-16358 MULTICANTOS MADERAS Y SERVICIOS," $ 180,000 ",PRODUCCION,11-Feb,
,,,,4*1000 PAGO FACTURA MARIO HERNANDEZ COMPRA DE VINIPEL, $ 720 ,FINANCIERO,11-Feb,
,,,,PAGO FACTURA MARIO HERNANDEZ COMPRA DE VINIPEL," $ 180,000 ",PRODUCCION,11-Feb,
,,,,NET CASH PAGO FACTURA NUMERO 1724 WIL COMERCIALIZADORA ECOFORT," $ 9,360 ",FINANCIERO,11-Feb,
,,,,PAGO FACTURA NUMERO 1724 WIL COMERCIALIZADORA ECOFORT," $ 428,162 ",PRODUCCION,11-Feb,
,,,,rientegro socar $675.050," $ 2,700 ",FINANCIERO,11-Feb,
,,,,retiro cajero $700.000," $ 2,800 ",FINANCIERO,12-Feb,
,,,,gasolina 394," $ 60,000 ",transporte,11-Feb,
,,,,gasolina 179," $ 60,000 ",transporte,12-Feb,
,,,,parqueadero terranum," $ 7,700 ",transporte,12-Feb,
,,,,RETIRO CAJERO $700.000," $ 2,800 ",FINANCIERO,14-Feb,
,,,,BISAGRAS OP #1056," $ 422,000 ",PRODUCCION,14-Feb,
,,,,BISGARSA OP#1056," $ 187,000 ",PRODUCCION,14-Feb,
,,,,pago ica bogota," $ 430,000 ",impuestos,24-Feb,
,,,,4 por mil ica bogota $430.000," $ 1,720 ",FINANCIERO,24-Feb,
,,,,GASOLINA 394," $ 60,000 ",transporte,25-Feb,
,,,,PARQUEDAERO LA CRADIO," $ 5,500 ",transporte,25-Feb,
,,,,NET CASH PAGO SERVICIO DE TELEFONONIA MOVISTAR MES DE FEBRERO, $ 529 ,FINANCIERO,26-Feb,
,,,, PAGO SERVICIO DE TELEFONONIA MOVISTAR MES DE FEBRERO," $ 132,284 ",ADMINISTRATIVO,26-Feb,
,,,,NET CASH PAGO SERVICIO NACIONAL DE APRENDIZAJE SENA  FIC CONTRATO FUNDACION UNIVERSITARIA COMPENSAR FASE 1, $ 783 ,FINANCIERO,26-Feb,
,,,, PAGO SERVICIO NACIONAL DE APRENDIZAJE SENA  FIC CONTRATO FUNDACION UNIVERSITARIA COMPENSAR FASE 1," $ 195,861 ",ADMINISTRATIVO,26-Feb,
,,,,NET CASH COSIGNACION  PAOLA CANTOR REEINTEGRO DE CAJA MENOR (61.500 REINTEGRO DE CAJA 25 FEBRERO -22700 REINTEGRO CAJA 2024- 100.000 PARA CAJA MENOR ), $ 737 ,FINANCIERO,26-Feb,
,,,,PARQUEADERO COMPENSAR," $ 2,600 ",transporte,26-Feb,
,,,,GASOLINA 179," $ 60,000 ",transporte,26-Feb,
,,,,GASTOS FINANCIEROS," $ 4,619 ",FINANCIERO,26-Feb,
,,,,4*1000 PAGO POLIZA TERRANUM PEDIDO N 4800029247 TK 15289 -MOBILIARIO LONCHERA," $ 1,496 ",FINANCIERO,11-Feb,
,,,,4*100 CONSIGNACION JHONNY CASTRELLON COMPRA DE MATERIALES EN DISALCO ," $ 2,800 ",FINANCIERO,26-Feb,
,,,,NET CASH PAGO SERVICIO NACIONAL DE APRENDIZAJE SENA  FIC CONTRATO FUNDACION UNIVERSITARIA COMPENSAR FASE 1," $ 2,620 ",FINANCIERO,26-Feb,
,,,,ajuste caja, $ 462 ,FINANCIERO,26-Feb,
,,,,," $ 11,742,360 ",,,
,,,,, $ 0 ,,,
,,,,,,,,
1612," $ 62,560,000 ",24-feb.,ANTIICPO MUEBLES ETAPA 2 PISO 3 TERRANUM OP#1062,4*1000 COMPRA DE MADER OMARA CABALLERO," $ 6,480 ",FINANCIERO,20-Feb, oscar 
,,,, COMPRA DE MADERA OMAR CABALLERO," $ 1,619,900 ",PRODUCCION,20-Feb,
,,,,PAGO FACTURA NUMERO 3090-3277-3309-3271 LAMINADOS BEKA SAS," $ 4,096,907 ",PRODUCCION,11-Feb,
,,,,NET CASH PAGO FACTURA 4351 INDUFORM, $ 572 ,FINANCIERO,11-Feb,
,,,, PAGO SERVICIO NACIONAL DE APRENDIZAJE SENA  FIC CONTRATO FUNDACION UNIVERSITARIA COMPENSAR FASE 1," $ 655,082 ",ADMINISTRATIVO,26-Feb,
,,,,prestamo paola," $ 200,000 ",nomina,15-Feb,
,,,,4 por mil prestamo paola $200.000, $ 800 ,FINANCIERO,15-Feb,
,,,,gasolina 394," $ 60,000 ",transporte,11-Feb,
,,,,gasolina 179," $ 60,000 ",transporte,12-Feb,
,,,,NET CASH PAGO NIMINA DEL 1 AL  15 DE FEBRERO BBVA," $ 62,197 ", FINANCIERO ,17-feb.,
,,,,PAGO NIMINA DEL 1 AL  15 DE FEBRERO BBVA," $ 8,380,625 ", NOMINA ,17-feb.,
,,,,"4*1000 PAGO ELABORACION DE PLANOS DE TALLER , JEISSON MANTILLA ", $ 520 , FINANCIERO ,17-feb.,
,,,," PAGO ELABORACION DE PLANOS DE TALLER , JEISSON MANTILLA "," $ 130,000 ", NOMINA ,17-feb.,
,,,,4*1000 PAGO ACOMETIDA ELECTRICA TRIFASICA  ZONA DE COMPRESORES  HERNAN PUENTES CAMERO," $ 1,400 ", FINANCIERO ,17-feb.,
,,,,PAGO ACOMETIDA ELECTRICA TRIFASICA  ZONA DE COMPRESORES  HERNAN PUENTES CAMERO," $ 350,000 ", NOMINA ,17-feb.,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE FBRERO  JHONNY CASTRELLON," $ 4,987 ", FINANCIERO ,17-feb.,
,,,,PAGO NOMINA DEL 1 AL 15 DE FBRERO  JHONNY CASTRELLON," $ 1,246,800 ", NOMINA ,17-feb.,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE FBRERO  JULIO AGUDELO," $ 5,408 ", FINANCIERO ,17-feb.,
,,,,PAGO NOMINA DEL 1 AL 15 DE FBRERO  JULIO AGUDELO," $ 1,352,000 ", NOMINA ,17-feb.,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE FBRERO  JULIO RODRIGUEZ," $ 4,467 ", FINANCIERO ,17-feb.,
,,,,PAGO NOMINA DEL 1 AL 15 DE FBRERO  JULIO RODRIGEZ," $ 1,116,711 ", NOMINA ,17-feb.,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE FBRERO HENRY GONZALEZ ," $ 3,484 ", FINANCIERO ,17-feb.,
,,,,PAGO NOMINA DEL 1 AL 15 DE FBRERO  HENRY GONZALEZ," $ 871,000 ", NOMINA ,17-feb.,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE FBRERO JOSE MANUEL FORERO," $ 3,388 ", FINANCIERO ,17-feb.,
,,,,PAGO NOMINA DEL 1 AL 15 DE FBRERO  JOSE MANUEL FORERO," $ 847,050 ", NOMINA ,17-feb.,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE FBRERO ALEXANDER RODRIGUEZ / JORGE SANCEHZ," $ 8,445 ", FINANCIERO ,17-feb.,
,,,,PAGO NOMINA DEL 1 AL 15 DE FBRERO ALEXANDER RODRIGUEZ / JORGE SANCEHZ," $ 2,111,280 ", NOMINA ,17-feb.,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE FBRERO  OSCAR CANTOR ," $ 9,800 ", FINANCIERO ,17-feb.,
,,,,PAGO NOMINA DEL 1 AL 15 DE FBRERO  OSCAR CANTOR," $ 2,450,000 ", NOMINA ,17-feb.,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE FBRERO DECCY BAYONA RUEDAS," $ 4,800 ", FINANCIERO ,17-feb.,
,,,, PAGO NOMINA DEL 1 AL 15 DE FBRERO DECCY BAYONA RUEDAS," $ 1,200,000 ", NOMINA ,17-feb.,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE FBRERO  OSCAR CORTEZ," $ 5,154 ", FINANCIERO ,17-feb.,
,,,,PAGO NOMINA DEL 1 AL 15 DE FBRERO  OSCAR CORTEZ," $ 1,288,418 ", NOMINA ,17-feb.,
,,,,4*1000 PAGO RETENCION EN LA FUENTE MES DE ENERO ," $ 7,360 ", FINANCIERO ,17-feb.,
,,,,PAGO RETENCION EN LA FUENTE MES DE ENERO ," $ 1,840,000 ", impuestos ,17-feb.,
,,,,nomina william," $ 3,250,000 ",nomina,17-feb.,
,,,, 4por mil nomina william $3.250.000," $ 13,000 ",FINANCIERO,17-feb.,
,,,,net cash nomina william," $ 7,647 ",FINANCIERO,17-feb.,
,,,,gasolina 179," $ 60,000 ",transporte,18-Feb,
,,,,gasolina 394," $ 60,000 ",transporte,27-Feb,
,,,,gaoslina 179," $ 70,000 ",transporte,28-Feb,
,,,,gaoslona 394," $ 60,000 ",transporte,2-Mar,
,,,,NET CASH PAGO NOMINA  BBVA 2DA QUINCENA DE FEBRERO ," $ 69,555 ",FINANCIERO,3-Mar,
,,,,PAGO NOMINA  BBVA 2DA QUINCENA DE FEBRERO ," $ 9,861,814 ",NOMINA,3-Mar,
,,,,4*1000 PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO DECCY BAYONA," $ 4,800 ",FINANCIERO,3-Mar,
,,,,PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO DECCY BAYONA," $ 1,200,000 ",NOMINA,3-Mar,
,,,,NET CASH PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO PAOLA CANTOR," $ 12,204 ",FINANCIERO,3-Mar,
,,,, PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO PAOLA CANTOR," $ 1,020,104 ",NOMINA,3-Mar,
,,,,4*1000 PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO JULIO RODRIGUEZ," $ 4,674 ",FINANCIERO,3-Mar,
,,,,PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO JULIO RODRIGUEZ," $ 1,168,430 ",NOMINA,3-Mar,
,,,,4*1000 PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO OSCAR CANTOR," $ 10,000 ",FINANCIERO,3-Mar,
,,,,PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO OSCAR  CANTOR ABONO," $ 2,500,000 ",NOMINA,3-Mar,
,,,,4*1000 PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO HENRY GONZALEZ," $ 5,989 ",FINANCIERO,3-Mar,
,,,,PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO HENRY GONZALEZ," $ 1,497,163 ",NOMINA,3-Mar,
,,,,4*1000 PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO JOSE MANUEL FORERO," $ 3,416 ",FINANCIERO,3-Mar,
,,,,PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO JOSE MANUEL FORERO," $ 853,980 ",NOMINA,3-Mar,
,,,,4*1000 PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO OSCAR CORTEZ," $ 4,000 ",FINANCIERO,3-Mar,
,,,,PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO OSCAR CORTEZ," $ 999,951 ",NOMINA,3-Mar,
,,,,4*1000 PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO  JULIO PIERNAGORDA," $ 3,416 ",FINANCIERO,3-Mar,
,,,,PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO JULIO PIERNAGORDA," $ 853,980 ",NOMINA,3-Mar,
,,,,4*1000 PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO JHONNY CASTRELLON," $ 5,736 ",FINANCIERO,3-Mar,
,,,,PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO JHONNY CASTRELLON," $ 1,434,000 ",NOMINA,3-Mar,
,,,,4*1000 PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO SALDO OSCAR CANTOR," $ 4,006 ",FINANCIERO,3-Mar,
,,,,PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO SALDO OSCAR CANTOR," $ 1,001,600 ",NOMINA,3-Mar,
,,,,4*1000 PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO JORGE SANCHEZ - ALEX RODRIGUEZ," $ 7,308 ",FINANCIERO,3-Mar,
,,,, PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO JORGE SANCHEZ - ALEX RODRIGUEZ," $ 1,827,029 ",NOMINA,3-Mar,
,,,,4*1000 PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO SALDO JOSE MANUEL FORERO, $ 605 ,FINANCIERO,3-Mar,
,,,,PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO SALDO JOSE MANUEL FOERERO," $ 151,166 ",NOMINA,3-Mar,
,,,,4*1000 PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO  JULIO AGUDELO," $ 5,180 ",FINANCIERO,3-Mar,
,,,,PAGO NOMINA DEL 2DA QUINCENA DE FEBRERO JULIO  AGUDELO," $ 1,295,000 ",NOMINA,3-Mar,
,,,,4*1000 PAGO 2DO ABONO SERVICIO DE TAPIZADO DE BASTIDORES   OMAR NOMELIN ," $ 10,000 ",FINANCIERO,3-Mar,
,,,, PAGO 2DO ABONO SERVICIO DE TAPIZADO DE BASTIDORES   OMAR NOMELIN ," $ 2,500,000 ",PRODUCCION,3-Mar,
,,,,4*1000 PAGO 2DO ABONO SERVICIO DE TAPIZADO DE BASTIDORES   OMAR NOMELIN ," $ 2,000 ",FINANCIERO,3-Mar,
,,,, PAGO 2DO ABONO SERVICIO DE TAPIZADO DE BASTIDORES   OMAR NOMELIN ," $ 500,000 ",PRODUCCION,3-Mar,
,,,,net cash transferencia william," $ 8,124 ",FINANCIERO,3-Mar,
,,,,retiro cajero $700.000," $ 2,800 ",FINANCIERO,4-Mar,
,,,,GASOLINA 179," $ 40,000 ",transporte,4-Mar,
,,,,GASOLINA 394," $ 60,000 ",transporte,5-Apr,
,,,,gasolina 179," $ 60,000 ",transporte,4-Mar,
,,,,4*1000PAGO NOMINA  2DA DE FEBRERO MARK ANTHONY QUIÑONEZ, $ 160 ,FINANCIERO,4-Mar,
,,,, PAGO NOMINA  2DA DE FEBRERO MARK ANTHONY QUIÑONEZ," $ 40,000 ",NOMINA,4-Mar,
,,,,1 BOTELLA DE THINER ," $ 4,000 ",PRODUCCION,21-Feb,
,,,,4*1000 consignacion oscar cantor caja menor," $ 2,000 ",FINANCIERO,28-Feb,
,,,,ajuset caja, $ 128 ,FINANCIERO,4-Mar,
,,,,,,,,
,,,,," $ 62,560,000 ",,,
1618," $ 2,028,105 ",7-mar.,anticipo minima adicionales hilton op#1066,apuntilladora reyes," $ 200,000 ",activo,25-Apr,
,,,,tornilleria #1067," $ 95,900 ",produccion,25-Apr,
,,,,"mantenimeinto 3 ruteadoras , 1 mototool y escobillas"," $ 396,000 ",mantenimiento,25-Apr,
,,,,BONO DEL MES DE MARZO POR PRODUCCION  (WILLIAM LOPEZ- MAURICIO MEDINA -DIEGO QUINTERO- JEFFERSON ROJAS - ORLANDO MORALES )," $ 877,000 ",NOMINA,24-Apr,
,,,,4*1000 BONO DEL MES DE MARZO POR PRODUCCION DECCY BAYONA RUEDAS, $ 792 ,FINANCIERO,24-Apr,
,,,,net csah tarsnferencia oscar," $ 5,018 ",FINANCIERO,21-Mar,
,,,,gasolina 394," $ 60,000 ",transporte,25-Mar,
,,,,gasolina 394," $ 70,000 ",transporte,21-Mar,
,,,,transaccion bbva averiguar de que es ese cobro pago plataforma net cash febero 2025 pendiente," $ 96,163 ",FINANCIERO,25-Mar,
,,,, CONSIGNACION DIEGO QUINTERO PARA COMPRA DE HERRAMIENTAS POR TEMU," $ 85,000 ",PRODUCCION,16-Apr, LLEGA DL 28 ABRIL AL 14 DE MAYO ESTE MATERIAL 
,,,,retiro cajero $700.000," $ 2,800 ",FINANCIERO,25-Apr,
,,,,gasolina 394," $ 60,000 ",TRANSPORTE,25-Apr,
,,,,NET CASH PAGO NOMINA TRANSFERENCIA BBVA 2DA QUINCENA DE MARZO 2025," $ 64,397 ",FINANCIERO,2-Apr,
,,,,NET CASH PAGO FACTURA 1524 ASESORES Y CONSULTORES MES DE MARZO," $ 10,832 ",FINANCIERO,24-Apr,
,,,,4*1000 PAGO NIMINA NEQUI 2DA QUINCENA DE MARZO 2025 JULIO AGUDELO," $ 4,190 ",FINANCIERO,2-Apr,
,,,,AJUSTE CAJA, $ 13 ,FINANCIERO,24-Apr,
,,,subtotal,," $ 2,028,105 ",,,
,,,,, $ -   , caja ,,
1621," $ 90,145,121 ",17-mar.,anticipo mosquera op#1064 alkosto colpatria,NET CAHS PAGO NOMINA DEL 1 AL DE MARZO (DIEGO-JEFFERSON- MAURICO- JUAN CARLOS- ORLANDO-WILLIAM LOPEZ)," $ 61,100 ",FINANCIERO,17-Mar,
,,,, PAGO NOMINA DEL 1 AL DE MARZO (DIEGO-JEFFERSON- MAURICO- JUAN CARLOS- ORLANDO-WILLIAM LOPEZ)," $ 7,748,015 ",NOMINA,17-Mar,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE MARZO DECCY BAYONA," $ 4,800 ",FINANCIERO,17-Mar,
,,,,PAGO NOMINA DEL 1 AL 15 DE MARZO DECCY BAYONA," $ 1,200,000 ",NOMINA,17-Mar,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE MARZO JHONNY CASTRELLON," $ 5,455 ",FINANCIERO,17-Mar,
,,,,PAGO NOMINA DEL 1 AL 15 DE MARZO JHONNY CASTRELLON," $ 1,363,700 ",NOMINA,17-Mar,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE MARZO JULIO AGUDELO," $ 4,600 ",FINANCIERO,17-Mar,
,,,,PAGO NOMINA DEL 1 AL 15 DE MARZO JULIO AGUDELO," $ 1,150,000 ",NOMINA,17-Mar,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE MARZO OSCAR CORTEZ," $ 4,400 ",FINANCIERO,17-Mar,
,,,,PAGO NOMINA DEL 1 AL 15 DE MARZO OSCAR CORTEZ," $ 1,100,000 ",NOMINA,17-Mar,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE MARZO  JULIO PIERNAGORDA," $ 3,809 ",FINANCIERO,17-Mar,
,,,,PAGO NOMINA DEL 1 AL 15 DE MARZO JULIO PIERNA GORDA," $ 952,287 ",NOMINA,17-Mar,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE MARZO ALEXANDER RODRIGUEZ  (792.000- JORGE SANCHEZ  $ 891.000)," $ 6,732 ",FINANCIERO,17-Mar,
,,,, NOMINA DEL 1 AL 15 DE MARZO ALEXANDER RODRIGUEZ  (792.000- JORGE SANCHEZ  $ 891.000)," $ 1,683,000 ",NOMINA,17-Mar,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE MARZO  JULIO RODRIGUEZ," $ 4,120 ",FINANCIERO,17-Mar,
,,,,PAGO NOMINA DEL 1 AL 15 DE MARZO JULIO RODRIGUEZ," $ 1,030,000 ",NOMINA,17-Mar,
,,,,NET CASH  PAGO NOMINA DEL 1 AL 15 DE MARZO JESSICA CANTOR," $ 12,124 ",FINANCIERO,17-Mar,
,,,,PAGO NOMINA DEL 1 AL 15 DE MARZO JESSICA CANTOR ," $ 1,000,000 ",NOMINA,17-Mar,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE MARZO HENRY GONZALEZ," $ 2,232 ",FINANCIERO,17-Mar,
,,,,PAGO NOMINA DEL 1 AL 15 DE MARZO HENRY GONZALEZ," $ 558,066 ",NOMINA,17-Mar,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE MARZO JOSE MANUEL FORERO," $ 1,853 ",FINANCIERO,17-Mar,
,,,,PAGO NOMINA DEL 1 AL 15 DE MARZO JOSE MANUEL FORERO," $ 463,317 ",NOMINA,17-Mar,
,,,,4*1000 PAGO NOMINA DEL 1 AL 15 DE MARZO OSCAR CANTOR ZAMUDIO," $ 9,800 ",FINANCIERO,17-Mar,
,,,, PAGO NOMINA DEL 1 AL 15 DE MARZO OSCAR CANTOR ZAMUDIO," $ 2,450,000 ",NOMINA,17-Mar,
,,,, PRESTAMO DECCY BAYONA RUEDAS DESCUENTO EN 3 CUOTAS DE 200.000 PESOS," $ 600,000 ",NOMINA,17-Mar,
,,,,pago nomina william," $ 3,250,000 ",NOMINA,17-Mar,
,,,,PAGO RETEFUENTE FEBRERO 2025," $ 4,589,000 ",IMPUESTOS,17-Mar,
,,,, ABONO COMPRA DE MADERA MINER RIOS  PARA LA OP 1064," $ 12,000,000 ",PRODUCCION,19-Mar,
,,,,4*1000 PAGO SERVICIO DE CELULAR  MES DE MARZO - TIGO UNE, $ 816 ,FINANCIERO,19-Mar,
,,,, CASH PAGO BONO MES DE FEBRERO  MAURICIO-WILLIAM-DIEGO-JEFERSON-ORLANDO- JUAN CARLOS," $ 975,000 ",NOMINA,20-Mar,
,,,,4*1000 PAGO BONO MES DE FEBRERO DECCY BAYONA, $ 784 ,FINANCIERO,20-Mar,
,,,,PAGO BONO MES DE FEBRERO DECCY BAYONA," $ 196,000 ",NOMINA,20-Mar,
,,,,4*1000 PAGO BONO MES DE FEBRERO JHONNY CASTRELLON, $ 384 ,FINANCIERO,20-Mar,
,,,,PAGO BONO MES DE FEBRERO JHONNY CASTRELLON," $ 96,000 ",NOMINA,20-Mar,
,,,,4*1000 PAGO BONO MES DE FEBRERO JULIO AGUDELO, $ 388 ,FINANCIERO,20-Mar,
,,,,PAGO BONO MES DE FEBRERO  JULIO AGUDELO," $ 97,000 ",NOMINA,20-Mar,
,,,,4*1000 PAGO BONO MES DE FEBRERO ALEXANDER RODRIGUEZ, $ 384 ,FINANCIERO,21-Mar,
,,,,PAGO BONO MES DE FEBRERO  ALEXANDER RODRIGUEZ," $ 96,000 ",NOMINA,21-Mar,
,,,,4*1000 PAGO BONO MES DE FEBRERO JULIO RODRIGUEZ, $ 392 ,FINANCIERO,21-Mar,
,,,,PAGO BONO MES DE FEBRERO  JULIO RODRIGUEZ," $ 98,000 ",NOMINA,21-Mar,
,,,,retiro cajero $400.000," $ 1,600 ",FINANCIERO,21-Mar,
,,,,dividendos william bono nequi," $ 1,000,000 ",dividendo,21-Mar,
,,,,4 por mil dividendo william nequi," $ 4,000 ",FINANCIERO,21-Mar,
,,,,dividendos william 2025 bono," $ 9,000,000 ",dividendo,21-Mar,
,,,,4 por  il bono william dividendo $9.000.000," $ 36,000 ",FINANCIERO,21-Mar,
,,,,dividendo oscar," $ 10,000,000 ",dividendo,21-Mar,
